2014-04-21 54 良 38 54 27 1 51 90 
2014-04-22 83 良 40 51 13 1 44 139 
2014-04-23 69 良 44 67 21 1.2 55 123 
2014-04-24 67 良 48 74 15 1.2 57 104 
2014-04-25 53 良 18 31 8 0.9 27 103 
2014-04-26 47 优 10 22 6 0.9 24 93 
2014-04-27 43 优 30 41 14 1.4 39 66 
2014-04-28 62 良 45 63 40 1.1 36 100 
2014-04-29 95 良 58 93 31 1.1 51 154 
2014-04-30 91 良 68 114 26 1.1 62 140 
2014-05-01 83 良 55 90 16 1 37 139 
2014-05-02 89 良 46 84 18 1 40 147 
2014-05-03 81 良 55 111 21 1 33 118 
2014-05-04 70 良 46 89 15 1 41 107 
2014-05-05 65 良 24 52 33 0.9 31 118 
2014-05-06 62 良 30 61 15 1 34 114 
2014-05-07 67 良 23 49 14 0.8 23 120 
2014-05-08 133 轻度污染 58 105 32 1.1 57 196 
2014-05-09 75 良 55 88 11 0.8 29 121 
2014-05-10 60 良 22 34 7 0.7 19 112 
2014-05-11 34 优 19 30 8 0.8 20 68 
2014-05-12 102 轻度污染 46 63 37 1.2 37 162 
2014-05-13 68 良 40 60 15 1 37 121 
2014-05-14 69 良 50 74 18 1.1 48 112 
2014-05-15 123 轻度污染 68 108 26 1.1 53 185 
2014-05-16 108 轻度污染 57 114 17 0.9 38 169 
2014-05-17 104 轻度污染 30 47 9 0.8 28 164 
2014-05-18 53 良 34 55 12 0.7 33 84 
2014-05-19 75 良 44 75 29 0.9 42 130 
2014-05-20 120 轻度污染 67 96 22 1.1 44 182 
2014-05-21 134 轻度污染 85 126 22 1.2 50 197 
2014-05-22 94 良 38 58 12 0.8 27 153 
2014-05-23 54 良 14 29 8 0.6 14 105 
2014-05-24 47 优 13 29 8 0.6 14 94 
2014-05-25 53 良 36 56 11 0.9 32 59 
2014-05-26 131 轻度污染 100 162 40 1.5 44 177 
2014-05-27 122 轻度污染 93 156 26 1.3 44 162 
2014-05-28 174 中度污染 83 163 29 1.2 56 239 
2014-05-29 145 轻度污染 66 132 22 1 40 210 
2014-05-30 73 良 49 94 14 0.9 32 127 
2014-05-31 62 良 21 38 8 0.8 15 114 
2014-06-01 50 优 16 27 7 0.8 14 100 
2014-06-02 88 良 42 64 28 1 24 146 
2014-06-03 74 良 39 62 18 0.9 23 129 
2014-06-04 92 良 68 103 26 1.1 44 140 
2014-06-05 98 良 74 114 21 1.1 45 157 
2014-06-06 92 良 34 56 16 0.9 26 150 
2014-06-07 69 良 36 55 11 0.9 17 123 
2014-06-08 55 良 28 44 9 0.8 14 106 
2014-06-09 50 优 24 36 24 0.8 15 100 
2014-06-10 42 优 24 42 12 0.8 20 64 
2014-06-11 47 优 23 37 14 0.8 23 94 
2014-06-12 108 轻度污染 57 95 20 1.1 40 169 
2014-06-13 132 轻度污染 52 79 16 1.1 30 195 
2014-06-14 117 轻度污染 54 80 16 1 30 179 
2014-06-15 53 良 24 39 10 0.8 15 103 
2014-06-16 47 优 15 26 24 0.8 13 94 
2014-06-17 52 良 36 55 16 1.2 37 68 
2014-06-18 58 良 30 50 15 0.9 31 109 
2014-06-19 49 优 16 30 8 0.8 16 97 
2014-06-20 44 优 18 29 8 1 27 88 
2014-06-21 48 优 30 48 10 1.1 35 60 
2014-06-22 38 优 14 22 9 0.9 27 76 
2014-06-23 40 优 26 40 23 1.1 40 61 
2014-06-24 43 优 15 23 9 0.8 23 86 
2014-06-25 42 优 13 18 11 0.7 21 84 
2014-06-26 59 良 41 69 15 1 48 88 
2014-06-27 42 优 23 42 10 0.9 43 58 
2014-06-28 43 优 27 43 11 0.8 43 69 
2014-06-29 51 良 31 51 12 1 36 64 
2014-06-30 54 良 36 58 23 1.1 39 65 
2014-07-01 39 优 26 39 12 0.9 28 67 
2014-07-02 54 良 34 57 11 1 32 79 
2014-07-03 108 轻度污染 54 86 15 1.2 34 169 
2014-07-04 95 良 57 84 11 1 19 154 
2014-07-05 42 优 17 27 8 0.7 16 83 
2014-07-06 64 良 46 66 10 0.9 29 117 
2014-07-07 78 良 55 79 27 1 35 134 
2014-07-08 48 优 32 48 16 0.7 25 94 
2014-07-09 68 良 45 69 21 0.7 21 121 
2014-07-10 82 良 60 92 15 0.9 45 119 
2014-07-11 105 轻度污染 57 88 9 0.9 35 165 
2014-07-12 76 良 56 92 11 0.9 41 108 
2014-07-13 51 良 34 52 9 0.9 37 87 
2014-07-14 74 良 21 33 23 0.9 33 129 
2014-07-15 56 良 40 59 8 0.8 41 97 
2014-07-16 38 优 22 38 8 0.6 34 71 
2014-07-17 24 优 12 24 11 0.4 13 38 
2014-07-18 21 优 10 21 6 0.4 11 41 
2014-07-19 26 优 13 26 7 0.4 14 45 
2014-07-20 31 优 11 24 6 0.4 14 61 
2014-07-21 29 优 10 22 22 0.5 13 57 
2014-07-22 29 优 9 21 6 0.5 11 58 
2014-07-23 31 优 11 31 9 0.5 9 40 
2014-07-24 38 优 15 38 9 0.5 9 60 
2014-07-25 39 优 20 39 9 0.6 17 72 
2014-07-26 50 优 29 49 7 0.5 26 100 
2014-07-27 66 良 27 44 8 0.6 33 119 
2014-07-28 47 优 27 45 29 0.7 39 94 
2014-07-29 29 优 17 29 7 0.5 17 54 
2014-07-30 31 优 18 31 21 0.5 17 54 
2014-07-31 30 优 13 30 11 0.5 18 48 
2014-08-01 25 优 9 25 20 0.5 14 44 
2014-08-02 42 优 28 42 7 0.7 26 61 
2014-08-03 60 良 20 34 20 0.6 22 112 
2014-08-04 64 良 34 55 14 0.7 23 117 
2014-08-05 53 良 23 38 20 0.6 15 103 
2014-08-06 39 优 13 25 11 0.5 14 78 
2014-08-07 42 优 17 31 24 0.5 18 84 
2014-08-08 45 优 27 45 14 0.6 26 52 
2014-08-09 52 良 35 54 30 0.7 32 93 
2014-08-10 64 良 46 67 15 0.8 28 102 
2014-08-11 58 良 34 53 33 0.8 28 109 
2014-08-12 44 优 19 38 16 0.7 29 87 
2014-08-13 49 优 21 39 26 0.7 25 97 
2014-08-14 41 优 25 41 15 0.9 27 72 
2014-08-15 48 优 32 48 31 0.9 36 85 
2014-08-16 36 优 21 31 11 0.9 32 71 
2014-08-17 51 良 36 49 26 0.9 30 71 
2014-08-18 40 优 28 36 13 0.9 36 54 
2014-08-19 36 优 17 22 24 0.9 37 72 
2014-08-20 32 优 20 26 11 0.8 33 64 
2014-08-21 78 良 35 50 26 0.8 30 134 
2014-08-22 65 良 27 41 13 0.7 29 118 
2014-08-23 48 优 28 45 20 0.8 30 96 
2014-08-24 48 优 30 48 11 0.7 19 84 
2014-08-25 61 良 38 61 29 1.1 32 113 
2014-08-26 92 良 69 92 19 1.3 46 114 
2014-08-27 53 良 38 56 26 1 36 97 
2014-08-28 73 良 33 49 16 0.9 39 128 
2014-08-29 58 良 40 57 28 0.9 38 109 
2014-08-30 79 良 37 52 15 0.9 31 135 
2014-08-31 56 良 29 47 12 0.8 32 107 
2014-09-01 71 良 34 51 18 0.8 28 125 
2014-09-02 68 良 36 51 30 0.8 26 121 
2014-09-03 36 优 24 36 20 0.8 34 63 
2014-09-04 115 轻度污染 67 92 34 1 35 176 
2014-09-05 102 轻度污染 69 91 17 1.1 35 162 
2014-09-06 66 良 39 54 31 0.8 29 119 
2014-09-07 73 良 34 54 16 0.7 27 127 
2014-09-08 79 良 42 64 30 0.8 29 135 
2014-09-09 53 良 36 49 18 0.8 29 104 
2014-09-10 55 良 39 61 29 0.8 36 83 
2014-09-11 51 良 33 52 17 0.8 43 71 
2014-09-12 45 优 27 43 27 0.7 27 89 
2014-09-13 42 优 27 42 14 0.9 34 68 
2014-09-14 38 优 20 34 26 0.7 34 75 
2014-09-15 45 优 18 40 20 0.6 31 90 
2014-09-16 53 良 20 42 30 0.7 30 104 
2014-09-17 51 良 29 51 16 0.7 30 95 
2014-09-18 49 优 21 39 31 0.7 30 97 
2014-09-19 36 优 18 27 11 0.7 38 72 
2014-09-20 65 良 47 65 31 1.1 57 64 
2014-09-21 42 优 21 33 12 0.7 38 83 
2014-09-22 53 良 10 17 24 0.6 13 104 
2014-09-23 23 优 8 14 13 0.7 21 46 
2014-09-24 44 优 29 44 31 0.8 35 57 
2014-09-25 73 良 33 56 17 0.7 43 128 
2014-09-26 76 良 46 72 29 0.8 36 131 
2014-09-27 72 良 38 56 14 0.7 28 126 
2014-09-28 51 良 26 40 31 0.7 21 101 
2014-09-29 85 良 42 65 16 0.9 30 142 
2014-09-30 49 优 25 39 29 0.8 25 98 
2014-10-01 58 良 22 39 13 0.5 30 109 
2014-10-02 105 轻度污染 40 69 37 0.8 35 165 
2014-10-03 82 良 44 73 13 0.8 28 138 
2014-10-04 63 良 17 36 32 0.6 21 116 
2014-10-05 89 良 28 63 13 0.8 24 147 
2014-10-06 87 良 39 72 29 0.9 26 144 
2014-10-07 66 良 31 54 13 0.8 35 119 
2014-10-08 56 良 32 61 35 0.9 47 101 
2014-10-09 55 良 30 60 13 0.8 45 101 
2014-10-10 56 良 21 41 27 0.6 29 107 
2014-10-11 48 优 23 46 9 0.5 19 95 
2014-10-12 68 良 26 59 23 0.6 21 121 
2014-10-13 59 良 28 67 17 0.6 27 104 
2014-10-14 78 良 50 101 56 0.9 50 134 
2014-10-15 131 轻度污染 100 161 42 1.1 84 165 
2014-10-16 131 轻度污染 100 157 53 1.2 90 177 
2014-10-17 109 轻度污染 82 135 24 1.1 74 107 
2014-10-18 46 优 18 46 34 0.6 42 82 
2014-10-19 46 优 20 46 13 0.7 40 89 
2014-10-20 50 优 27 50 34 0.7 29 97 
2014-10-21 79 良 54 88 21 0.9 39 135 
2014-10-22 68 良 37 58 33 0.8 30 121 
2014-10-23 68 良 41 74 15 0.7 50 121 
2014-10-24 53 良 28 51 30 0.7 40 104 
2014-10-25 59 良 27 47 13 0.6 41 111 
2014-10-26 86 良 56 89 18 0.9 59 143 
2014-10-27 80 良 59 99 14 0.9 43 107 
2014-10-28 59 良 22 57 38 0.6 36 111 
2014-10-29 57 良 30 63 13 0.7 46 95 
2014-10-30 47 优 25 47 30 0.6 29 88 
2014-10-31 69 良 51 76 12 0.8 41 75 
2014-11-01 61 良 44 63 42 1.3 50 46 
2014-11-02 70 良 51 76 22 1.1 46 82 
2014-11-03 59 良 38 69 43 0.8 49 88 
2014-11-04 62 良 42 74 22 0.8 60 112 
2014-11-05 59 良 36 65 38 0.7 48 111 
2014-11-06 141 轻度污染 107 149 26 1.1 65 88 
2014-11-07 98 良 73 110 35 0.9 50 97 
2014-11-08 52 良 31 55 10 0.7 53 70 
2014-11-09 51 良 35 53 32 0.8 45 72 
2014-11-10 66 良 47 72 21 0.9 51 92 
2014-11-11 90 良 67 99 37 1 59 115 
2014-11-12 176 中度污染 134 180 41 1.5 61 109 
2014-11-13 76 良 56 97 45 1 65 70 
2014-11-14 89 良 66 117 29 1 72 94 
2014-11-15 99 良 75 123 42 1.1 74 61 
2014-11-16 87 良 64 102 15 1 63 32 
2014-11-17 144 轻度污染 111 147 46 1.3 56 111 
2014-11-18 78 良 57 86 26 1 48 78 
2014-11-19 77 良 57 90 20 1 70 61 
2014-11-20 59 良 40 68 15 0.8 53 92 
2014-11-21 59 良 41 68 29 0.9 56 78 
2014-11-22 76 良 56 87 14 0.9 66 64 
2014-11-23 84 良 62 100 32 1 49 67 
2014-11-24 39 优 22 39 10 0.8 35 65 
2014-11-25 38 优 22 32 30 0.8 37 75 
2014-11-26 54 良 38 57 24 0.9 50 85 
2014-11-27 56 良 39 63 31 0.9 46 96 
2014-11-28 64 良 46 68 17 1.1 50 86 
2014-11-29 74 良 54 76 32 1.2 53 41 
2014-11-30 45 优 31 44 14 1.4 47 43 
2014-12-01 70 良 51 90 28 1.1 41 65 
2014-12-02 65 良 28 81 26 0.8 36 44 
2014-12-03 105 轻度污染 79 128 31 1.2 88 24 
2014-12-04 85 良 63 98 33 1.1 63 43 
2014-12-05 80 良 59 100 57 1 57 53 
2014-12-06 96 良 72 113 39 1.1 76 52 
2014-12-07 126 轻度污染 96 147 54 1.4 88 34 
2014-12-08 139 轻度污染 106 160 45 1.3 69 66 
2014-12-09 83 良 62 96 45 1.1 62 51 
2014-12-10 97 良 72 119 32 1.2 70 28 
2014-12-11 112 轻度污染 85 123 43 1.5 55 27 
2014-12-12 119 轻度污染 90 171 45 1.3 62 52 
2014-12-13 87 良 65 123 49 1 67 59 
2014-12-14 89 良 67 114 33 1.1 68 54 
2014-12-15 135 轻度污染 103 170 34 1.4 90 28 
2014-12-16 102 轻度污染 76 154 42 1.1 54 52 
2014-12-17 73 良 35 96 32 0.8 46 61 
2014-12-18 88 良 64 125 32 1 77 41 
2014-12-19 145 轻度污染 111 176 36 1.3 91 13 
2014-12-20 109 轻度污染 83 128 45 1.1 74 52 
2014-12-21 89 良 66 112 37 1.1 60 41 
2014-12-22 93 良 70 116 47 1.1 63 56 
2014-12-23 93 良 69 113 27 1 60 71 
2014-12-24 128 轻度污染 97 143 48 1.2 89 57 
2014-12-25 111 轻度污染 84 127 24 0.9 53 70 
2014-12-26 51 良 27 53 17 0.6 46 60 
2014-12-27 74 良 54 90 20 0.8 60 55 
2014-12-28 96 良 72 109 21 0.8 68 73 
2014-12-29 142 轻度污染 109 155 28 1.3 78 77 
2014-12-30 107 轻度污染 81 126 29 1.3 81 80 
2014-12-31 106 轻度污染 80 146 34 1.1 67 72 
2015-01-01 62 良 32 74 29 0.8 39 66 
2015-01-02 95 良 71 120 36 1.1 67 57 
2015-01-03 108 轻度污染 82 128 30 1.1 67 71 
2015-01-04 98 良 74 119 37 1.1 104 72 
2015-01-05 79 良 58 97 20 0.9 62 71 
2015-01-06 125 轻度污染 95 139 25 1.2 52 58 
2015-01-07 61 良 41 72 25 0.9 44 58 
2015-01-08 155 中度污染 118 174 60 1.4 72 62 
2015-01-09 193 中度污染 145 207 56 1.6 99 63 
2015-01-10 244 重度污染 194 281 57 2 119 26 
2015-01-11 148 轻度污染 113 172 41 1.4 91 89 
2015-01-12 117 轻度污染 89 135 15 1.1 50 63 
2015-01-13 49 优 26 49 11 0.7 50 54 
2015-01-14 44 优 31 42 15 0.8 38 56 
2015-01-15 80 良 59 77 20 0.9 52 28 
2015-01-16 101 轻度污染 76 103 22 1 52 56 
2015-01-17 147 轻度污染 113 152 26 1.2 45 84 
2015-01-18 129 轻度污染 98 143 27 1.1 66 80 
2015-01-19 99 良 75 130 39 1.1 70 78 
2015-01-20 81 良 54 113 25 1 56 89 
2015-01-21 100 良 75 120 28 1 63 92 
2015-01-22 182 中度污染 137 192 37 1.6 56 69 
2015-01-23 178 中度污染 135 176 27 1.6 63 96 
2015-01-24 97 良 73 98 19 1.1 54 109 
2015-01-25 114 轻度污染 86 125 21 1.1 65 88 
2015-01-26 229 重度污染 179 248 20 1.7 68 41 
2015-01-27 61 良 44 60 11 0.9 28 79 
2015-01-28 37 优 20 37 10 0.8 39 60 
2015-01-29 46 优 32 46 12 0.9 55 28 
2015-01-30 77 良 57 70 17 1.1 47 40 
2015-01-31 58 良 42 57 16 1 32 73 
2015-02-01 46 优 26 46 10 0.8 36 64 
2015-02-02 95 良 71 104 14 1.1 61 17 
2015-02-03 66 良 48 68 11 0.9 59 31 
2015-02-04 167 中度污染 127 167 25 1.3 61 73 
2015-02-05 152 中度污染 116 152 34 1.3 52 76 
2015-02-06 89 良 66 98 24 1 62 80 
2015-02-07 127 轻度污染 97 135 23 1 82 93 
2015-02-08 89 良 66 99 17 0.8 45 75 
2015-02-09 46 优 26 46 11 0.6 31 75 
2015-02-10 63 良 45 66 15 0.8 51 81 
2015-02-11 72 良 53 77 19 0.8 67 87 
2015-02-12 129 轻度污染 98 158 33 1.1 67 106 
2015-02-13 172 中度污染 131 188 24 1.3 53 135 
2015-02-14 91 良 67 104 13 0.9 36 126 
2015-02-15 63 良 37 62 12 0.8 40 116 
2015-02-16 127 轻度污染 96 126 14 1.2 42 87 
2015-02-17 152 中度污染 117 161 15 1.3 39 108 
2015-02-18 84 良 62 106 15 0.9 30 128 
2015-02-19 49 优 20 34 8 0.5 16 98 
2015-02-20 47 优 10 20 6 0.5 13 93 
2015-02-21 38 优 25 32 6 0.9 27 76 
2015-02-22 95 良 71 86 8 1.1 26 49 
2015-02-23 73 良 53 87 10 0.9 29 81 
2015-02-24 63 良 40 75 7 0.8 28 80 
2015-02-25 45 优 17 36 6 0.8 30 89 
2015-02-26 71 良 52 76 10 0.9 27 77 
2015-02-27 40 优 19 29 7 0.8 29 79 
2015-02-28 32 优 14 18 6 0.8 35 63 
2015-03-01 63 良 45 55 14 0.8 28 94 
2015-03-02 84 良 62 80 13 0.9 31 125 
2015-03-03 82 良 60 83 14 0.9 37 116 
2015-03-04 40 优 17 38 10 0.6 25 80 
2015-03-05 40 优 22 40 8 0.7 39 57 
2015-03-06 38 优 26 37 9 0.7 35 71 
2015-03-07 48 优 32 44 13 0.7 40 96 
2015-03-08 46 优 32 44 9 0.9 50 67 
2015-03-09 61 良 44 57 12 0.9 34 82 
2015-03-10 47 优 16 33 11 0.5 21 94 
2015-03-11 53 良 31 56 15 0.7 43 82 
2015-03-12 76 良 47 78 22 0.8 43 131 
2015-03-13 66 良 42 69 18 0.7 51 119 
2015-03-14 78 良 58 98 16 0.9 71 71 
2015-03-15 61 良 44 61 8 0.8 56 101 
2015-03-16 34 优 21 31 9 0.6 43 68 
2015-03-17 45 优 20 31 8 0.6 31 90 
2015-03-18 65 良 47 67 14 1 53 69 
2015-03-19 69 良 50 69 17 1 50 100 
2015-03-20 88 良 66 97 22 0.9 65 92 
2015-03-21 89 良 66 90 18 1.1 62 76 
2015-03-22 95 良 71 111 27 1.3 74 147 
2015-03-23 66 良 32 81 19 0.7 67 75 
2015-03-24 55 良 26 59 14 0.7 49 98 
2015-03-25 58 良 18 41 13 0.6 38 109 
2015-03-26 58 良 35 67 13 0.7 62 96 
2015-03-27 45 优 17 32 8 0.6 41 89 
2015-03-28 59 良 42 63 16 0.7 57 100 
2015-03-29 86 良 38 60 14 0.8 48 143 
2015-03-30 63 良 24 39 10 0.6 33 115 
2015-03-31 56 良 33 54 14 0.8 50 107 
2015-04-01 85 良 56 86 19 1.1 63 142 
2015-04-02 73 良 28 51 11 0.7 29 127 
2015-04-03 83 良 61 93 13 1 48 84 
2015-04-04 75 良 55 79 14 1.2 42 94 
2015-04-05 75 良 55 79 16 1.2 49 70 
2015-04-06 43 优 12 18 7 0.6 26 85 
2015-04-07 46 优 21 37 7 0.5 27 91 
2015-04-08 61 良 20 33 9 0.5 28 113 
2015-04-09 56 良 37 60 16 0.7 55 107 
2015-04-10 67 良 43 64 14 0.7 55 120 
2015-04-11 73 良 47 76 18 0.7 66 127 
2015-04-12 64 良 46 78 20 0.8 67 114 
2015-04-13 60 良 38 70 13 0.7 32 103 
2015-04-14 69 良 36 65 12 0.7 35 123 
2015-04-15 88 良 40 67 17 0.8 58 146 
2015-04-16 107 轻度污染 53 98 22 0.8 55 168 
2015-04-17 79 良 40 107 12 0.7 35 121 
2015-04-18 61 良 34 71 9 0.7 35 106 
2015-04-19 101 轻度污染 75 109 21 1 68 137 
2015-04-20 57 良 41 63 14 0.9 42 81 
2015-04-21 79 良 34 67 21 0.7 49 135 
2015-04-22 129 轻度污染 52 94 22 0.9 66 192 
2015-04-23 83 良 36 64 16 0.6 54 139 
2015-04-24 57 良 33 64 15 0.6 49 107 
2015-04-25 94 良 35 71 18 0.7 54 153 
2015-04-26 114 轻度污染 34 63 14 0.6 35 175 
2015-04-27 85 良 35 65 13 0.6 23 142 
2015-04-28 115 轻度污染 55 85 14 0.8 35 177 
2015-04-29 79 良 46 84 15 0.8 38 135 
2015-04-30 135 轻度污染 53 84 21 0.8 45 198 
2015-05-01 123 轻度污染 51 77 14 0.7 28 185 
2015-05-02 84 良 39 57 8 0.7 24 141 
2015-05-03 114 轻度污染 39 57 12 0.8 26 175 
2015-05-04 113 轻度污染 59 97 19 0.9 44 174 
2015-05-05 73 良 21 54 17 0.6 38 127 
2015-05-06 59 良 32 68 13 0.7 39 109 
2015-05-07 114 轻度污染 50 85 18 0.8 41 175 
2015-05-08 63 良 19 37 9 0.6 29 116 
2015-05-09 60 良 30 47 11 0.7 37 112 
2015-05-10 68 良 23 37 9 0.6 22 121 
2015-05-11 48 优 19 30 7 0.7 25 95 
